,EmployeeID,Age,Gender,MaritalStatus,NumberChildren,DateBirth,Over18,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,Department,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,Salary,StandardHours
1397,1481,44,Female,Married,,1979,,5,Marketing,7,"11,0",1,,0,0,1,3,3,2.0,3,,No,,1,0,travel_frequently,4,, sales executive ,2,383.0,79.0,9282.0,4768.0,12,1,1000000000,
1398,1482,30,Male,,,1993,Y,3,,1,"1,0",1,,0,0,2,3,2,2.0,3,3.0,No,,25,0,,2, Research & Development , research scientist ,1,990.0,,7152.0,1274.0,13,2,1000000000,80.0
1399,nan371,35,Male,,,1988,,1,Life Sciences,1,"1,0",1,0.0,0,0,1,3,1,3.0,3,,No,No,26,1,travel_rarely,3,, sales representative ,1,660.0,76.0,16192.0,2404.0,13,1,1000000000,
1400,1494,24,Male,,,1999,,3,,2,,0,,0,0,1,1,3,2.0,3,3.0,Yes,,9,0,travel_frequently,2,, laboratory technician ,1,381.0,89.0,16998.0,,11,0,1000000000,
1401,nan372,24,Female,Married,,1999,Y,2,,1,"1,0",1,,0,0,1,2,3,,3,3.0,No,,13,1,,2,, sales representative ,1,830.0,78.0,7103.0,2033.0,13,1,1000000000,80.0
1402,1504,28,Male,Single,,1995,,2,Medical,7,"8,0",0,,0,0,1,1,3,2.0,2,,Yes,No,2,1,,2,, laboratory technician ,1,289.0,,5355.0,2561.0,11,0,1000000000,
1403,nan373,28,Male,,,1995,Y,3,Life Sciences,1,"1,0",1,,0,0,1,3,4,1.0,2,3.0,No,,1,0,travel_rarely,2,, research scientist ,1,1423.0,72.0,12530.0,1563.0,14,1,1000000000,
1404,1515,33,Male,,,1990,Y,5,,2,"14,0",0,,0,0,1,3,1,3.0,3,3.0,No,,8,1,,6,, healthcare representative ,2,516.0,69.0,22049.0,6388.0,17,0,1000000000,
1405,1525,39,Female,Single,,1984,Y,3,,4,"9,0",2,,2,2,1,2,4,3.0,3,,No,,6,0,travel_rarely,3,, manufacturing director ,3,1089.0,32.0,9150.0,8376.0,18,0,1000000000,
1406,1542,42,Male,Married,,1981,Y,3,Medical,4,,1,,0,0,1,2,2,,2,,No,,2,1,,3,, laboratory technician ,1,1210.0,68.0,24052.0,4841.0,14,1,1000000000,
1407,1558,29,Male,Married,,1994,,3,,6,,1,0.0,0,0,1,3,1,2.0,4,3.0,No,No,9,0,travel_rarely,2,, research scientist ,1,598.0,91.0,22376.0,,18,2,1000000000,
1408,1564,35,Male,,,1988,,3,,1,,3,,1,2,1,1,2,3.0,2,3.0,No,No,1,0,travel_rarely,3,, laboratory technician ,1,992.0,68.0,21731.0,,19,0,1000000000,
1409,nan374,35,Female,,,1988,,3,,1,"1,0",1,,0,0,2,1,4,3.0,3,3.0,Yes,,14,1,travel_rarely,2,, laboratory technician ,1,104.0,69.0,26619.0,2074.0,12,1,1000000000,
1410,1577,34,Male,Single,,1989,Y,4,Medical,1,,1,,0,0,1,4,3,,3,3.0,No,,13,0,,4,, research scientist ,1,479.0,35.0,22061.0,2972.0,13,0,1000000000,
1411,1581,26,Female,,,1997,Y,3,,1,"1,0",1,,0,0,1,4,1,3.0,3,4.0,No,,3,1,travel_rarely,5,, research scientist ,1,474.0,89.0,11133.0,,21,0,1000000000,
1412,nan375,36,Female,Single,,1987,,4,Life Sciences,6,,1,,0,0,1,3,1,3.0,3,3.0,No,No,1,1,travel_rarely,5,, sales executive ,2,884.0,73.0,21447.0,6815.0,13,0,1000000000,
1413,1591,50,Male,Married,,1973,Y,3,Marketing,4,,1,,0,0,2,3,3,3.0,3,,No,Yes,24,0,,2,, manager ,5,264.0,59.0,19519.0,,16,1,1000000000,80.0
1414,nan376,42,Male,,,1981,,2,,8,"24,0",1,,0,1,1,4,4,3.0,2,4.0,No,No,9,0,travel_rarely,2,, manager ,5,1059.0,93.0,26362.0,,22,0,1000000000,
1415,1601,35,Male,,,1988,,2,Life Sciences,1,,1,,0,1,1,4,4,2.0,2,3.0,No,No,7,0,,5,, laboratory technician ,1,1349.0,63.0,7713.0,2690.0,18,1,1000000000,
1416,1602,46,Male,,,1977,Y,4,Life Sciences,1,"27,0",26,,0,12,1,1,2,1.0,4,3.0,No,,1,0,travel_rarely,5,, manager ,4,563.0,56.0,3156.0,17567.0,15,0,1000000000,80.0
1417,1624,18,Female,Single,,2005,,2,Medical,1,"0,0",0,,0,0,1,4,3,4.0,3,3.0,Yes,Yes,3,1,travel_frequently,2, Sales , sales representative ,1,544.0,70.0,18420.0,1569.0,12,0,1000000000,80.0
1418,1669,29,Male,Divorced,,1994,,3,,1,"10,0",10,,0,9,1,2,2,2.0,2,,No,Yes,5,1,,3,, sales executive ,2,991.0,43.0,3356.0,4187.0,13,1,1000000000,
1419,1673,31,Female,,,1992,,4,Life Sciences,1,"10,0",10,,0,2,1,4,1,,3,3.0,No,No,5,1,,2,, sales executive ,2,1112.0,67.0,22589.0,,11,2,1000000000,
1420,1678,41,Male,Single,,1982,,2,,3,"21,0",2,,0,2,1,3,4,3.0,3,3.0,No,,23,1,travel_rarely,2,, sales executive ,3,1206.0,80.0,11591.0,,16,0,1000000000,
1421,nan377,38,Female,,,1985,,2,,7,"7,0",0,,0,0,1,3,4,,3,3.0,No,,4,1,travel_rarely,5,, laboratory technician ,1,1495.0,87.0,26176.0,3306.0,19,1,1000000000,
1422,nan378,32,Male,Single,,1991,,4,Life Sciences,1,"1,0",1,,0,0,1,2,1,3.0,3,3.0,Yes,No,2,1,travel_rarely,2,, laboratory technician ,1,1259.0,95.0,24852.0,1393.0,12,0,1000000000,
1423,1697,60,Male,Divorced,,1963,,4,,3,"19,0",1,,0,0,1,4,3,4.0,1,4.0,No,No,1,0,,2,, healthcare representative ,3,,92.0,20467.0,10883.0,20,1,1000000000,
1424,1714,24,Male,Married,,1999,,1,,1,"1,0",1,,0,0,1,3,3,3.0,1,,Yes,No,22,1,,2,, human resources ,1,240.0,58.0,11585.0,,11,1,1000000000,
1425,1724,40,Female,,,1983,,2,Life Sciences,2,"18,0",1,,0,0,1,1,2,3.0,3,3.0,No,Yes,8,1,travel_rarely,3,, manufacturing director ,2,369.0,92.0,5041.0,,16,1,1000000000,80.0
1426,nan379,30,Male,Married,,1993,Y,1,,1,"10,0",10,,0,8,1,4,2,2.0,3,3.0,No,No,21,1,travel_rarely,2,, research scientist ,1,793.0,33.0,3811.0,2862.0,12,1,1000000000,80.0
1427,1731,47,Male,,,1976,Y,4,Marketing,7,"4,0",1,,0,0,1,2,4,1.0,3,3.0,No,No,2,1,non-travel,3,, sales executive ,2,543.0,87.0,3536.0,,11,1,1000000000,
1428,nan380,32,Male,Single,,1991,,2,,6,"10,0",0,,0,0,1,2,2,3.0,1,3.0,Yes,,1,0,travel_rarely,2, Sales , sales executive ,2,964.0,,12147.0,6735.0,15,0,1000000000,80.0
1429,1744,45,Female,Married,,1978,,3,Life Sciences,4,"9,0",5,,0,3,4,3,3,4.0,1,4.0,No,,41,1,travel_rarely,2,, human resources ,3,176.0,56.0,6595.0,9756.0,21,2,1000000000,
1430,1755,34,Male,Married,,1989,,4,,0,"6,0",5,,1,2,1,4,1,3.0,4,3.0,No,Yes,2,0,,3,, research scientist ,1,181.0,97.0,5586.0,,14,3,1000000000,80.0
1431,1758,33,Female,,,1990,,3,,2,,0,,0,0,1,1,3,2.0,3,4.0,Yes,Yes,16,1,,2,, sales executive ,3,211.0,74.0,10092.0,,20,0,1000000000,80.0
1432,1761,31,Male,Married,,1992,,4,,2,,1,,0,0,1,3,1,3.0,3,3.0,Yes,,16,1,travel_rarely,2,, sales executive ,3,1079.0,70.0,19002.0,,13,3,1000000000,
1433,nan381,29,Female,Divorced,,1994,,3,Technical Degree,1,,1,,0,0,1,1,3,3.0,2,3.0,No,,4,1,travel_rarely,2,, research scientist ,1,590.0,91.0,10007.0,,13,1,1000000000,
1434,1763,30,Male,Married,,1993,Y,3,,3,"10,0",7,,1,7,1,3,3,3.0,4,3.0,No,No,16,0,,3,, healthcare representative ,2,305.0,58.0,9128.0,5294.0,16,1,1000000000,
1435,1766,38,Male,Married,,1985,,3,Medical,3,,1,,1,0,1,4,3,3.0,1,3.0,No,,18,1,travel_rarely,2,, healthcare representative ,2,833.0,60.0,24539.0,,16,1,1000000000,
1436,nan382,43,Male,,,1980,,3,Technical Degree,9,"6,0",1,,0,0,1,3,4,3.0,2,3.0,Yes,Yes,17,0,,4,, research scientist ,1,807.0,38.0,15587.0,2437.0,16,1,1000000000,
1437,nan383,55,Male,Married,,1968,,3,,8,"34,0",1,,0,0,1,1,2,3.0,2,3.0,No,No,44,0,travel_rarely,2,, research director ,5,478.0,60.0,19805.0,,12,3,1000000000,
1438,nan384,21,Male,Single,,2002,,1,Marketing,1,,1,,1,0,1,2,2,3.0,3,3.0,Yes,,7,1,,3,, sales representative ,1,337.0,31.0,4567.0,,13,0,1000000000,
1439,1783,22,Female,,,2001,,1,Medical,1,"1,0",1,,0,0,1,1,3,3.0,3,3.0,Yes,Yes,45,1,travel_rarely,6,, laboratory technician ,1,1294.0,79.0,15999.0,,17,0,1000000000,
1440,nan385,37,Male,Divorced,,1986,Y,2,Other,2,"19,0",10,,4,7,1,2,3,2.0,3,3.0,No,No,8,1,travel_rarely,4,, human resources ,2,1239.0,89.0,12832.0,4071.0,13,0,1000000000,
1441,nan386,42,Male,Married,,1981,,3,,5,"10,0",0,,0,0,1,1,3,2.0,4,,No,No,13,0,travel_rarely,2,, healthcare representative ,2,1128.0,95.0,5696.0,,18,2,1000000000,
1442,1839,18,Female,Single,,2005,,3,,1,"0,0",0,,0,0,1,3,3,1.0,3,3.0,No,,14,1,,4,, research scientist ,1,1431.0,33.0,8018.0,,16,0,1000000000,80.0
1443,1842,31,Male,Married,,1992,,5,Human Resources,0,"2,0",1,,0,0,1,1,3,3.0,4,3.0,Yes,No,18,1,travel_rarely,4,, human resources ,1,359.0,89.0,21495.0,2956.0,17,0,1000000000,
1444,1847,36,Female,,,1987,Y,4,,4,,1,,0,0,1,2,4,3.0,3,4.0,No,Yes,2,1,travel_rarely,2,, research scientist ,2,430.0,73.0,19573.0,,22,1,1000000000,
1445,1853,32,Male,,,1991,,4,Marketing,8,,0,,0,0,1,4,3,4.0,3,3.0,No,,10,1,travel_frequently,2,, sales executive ,2,1318.0,79.0,26075.0,4648.0,13,0,1000000000,
1446,nan387,29,Male,Divorced,,1994,Y,1,Life Sciences,8,"11,0",7,,1,6,1,3,4,,1,,No,No,29,0,,3,, healthcare representative ,2,726.0,93.0,21143.0,,17,2,1000000000,
1447,1860,42,Male,,,1981,,3,,4,,0,,0,0,1,3,4,3.0,3,,No,No,8,1,travel_rarely,3,, laboratory technician ,1,1142.0,,13624.0,,13,0,1000000000,
1448,1865,29,Male,Married,,1994,,1,,1,,1,,0,0,1,2,4,3.0,2,3.0,No,No,6,1,travel_rarely,3,, human resources ,1,352.0,87.0,15434.0,2804.0,11,0,1000000000,80.0
1449,nan388,29,Male,,,1994,Y,2,,1,"1,0",1,,1,0,1,4,2,2.0,2,,Yes,Yes,24,0,,3,, research scientist ,1,,73.0,14753.0,2439.0,24,0,1000000000,80.0
1450,1875,28,Female,,,1995,Y,3,Medical,1,"1,0",1,,0,0,1,2,4,3.0,3,3.0,No,No,3,1,travel_rarely,3, Sales , sales representative ,1,1172.0,78.0,3692.0,2856.0,19,1,1000000000,
1451,1876,30,Male,,,1993,Y,3,,1,,1,,0,0,1,4,3,2.0,3,3.0,Yes,,9,0,,3,, sales representative ,1,945.0,89.0,16019.0,,13,0,1000000000,80.0
1452,nan389,22,Male,Single,,2001,,1,Life Sciences,1,"1,0",1,,0,0,1,2,1,3.0,3,4.0,Yes,,7,1,travel_rarely,2, Research & Development , research scientist ,1,391.0,75.0,26092.0,,23,0,1000000000,80.0
1453,1893,26,Female,,,1997,Y,2,Life Sciences,1,"1,0",1,,1,0,1,3,3,2.0,2,3.0,No,Yes,1,0,,3,, research scientist ,1,482.0,90.0,14908.0,2933.0,13,1,1000000000,
1454,1903,44,Male,,,1979,,4,,2,"10,0",2,0.0,2,2,1,1,4,3.0,4,3.0,No,,1,1,travel_rarely,5,, healthcare representative ,2,170.0,78.0,9364.0,,15,1,1000000000,
1455,1928,29,Male,Single,,1994,,3,Technical Degree,1,"1,0",1,,0,0,1,1,4,,4,3.0,Yes,No,24,1,travel_frequently,3, Sales , sales representative ,1,746.0,45.0,10642.0,1091.0,17,0,1000000000,
1456,1933,28,Female,,,1995,Y,2,Marketing,3,"6,0",2,,2,2,1,3,4,3.0,3,3.0,Yes,Yes,13,1,travel_rarely,0,, sales executive ,2,1475.0,84.0,23352.0,,11,0,1000000000,
1457,1935,56,Female,Married,,1967,,5,,4,,0,,0,0,1,1,3,3.0,2,3.0,No,,11,1,travel_rarely,3,, sales executive ,2,1443.0,89.0,20328.0,,16,1,1000000000,
1458,1936,39,Male,Married,,1984,,2,,1,"10,0",10,,7,9,1,1,4,3.0,3,4.0,No,No,9,1,travel_rarely,3,, manufacturing director ,2,867.0,87.0,12315.0,5151.0,25,1,1000000000,80.0
1459,1938,58,Female,,,1965,,3,,4,,1,,0,0,1,4,3,2.0,3,3.0,No,Yes,21,1,,2,, manager ,4,605.0,72.0,11761.0,,13,1,1000000000,
1460,1943,42,Male,Divorced,,1981,,4,Marketing,3,"14,0",0,,0,0,1,4,3,3.0,3,,No,,12,0,travel_rarely,4, Sales , sales executive ,2,419.0,77.0,2900.0,,12,2,1000000000,
1461,1944,27,Female,Married,,1996,Y,3,,1,,1,,0,0,1,2,1,3.0,2,3.0,Yes,No,22,0,,2,, human resources ,1,1337.0,58.0,19555.0,2863.0,12,0,1000000000,
1462,1961,38,Male,Single,,1985,,3,,4,"20,0",1,,0,0,1,1,1,2.0,2,3.0,No,,1,1,travel_rarely,3,, sales representative ,1,1404.0,59.0,11473.0,2858.0,14,0,1000000000,
1463,1966,32,Male,,,1991,,4,Life Sciences,8,,1,,0,0,1,4,2,3.0,2,4.0,No,No,5,1,,1,, manufacturing director ,2,1373.0,56.0,10138.0,,24,0,1000000000,
1464,1974,31,Female,,,1992,Y,1,Medical,1,,1,,0,0,1,4,3,3.0,1,3.0,No,,2,1,,4,, laboratory technician ,1,1276.0,59.0,17536.0,1129.0,11,3,1000000000,
1465,nan390,25,Female,,,1998,Y,3,,4,"6,0",2,,1,2,1,2,3,3.0,3,3.0,No,No,2,0,travel_rarely,3,, human resources ,1,309.0,82.0,19655.0,,14,0,1000000000,80.0
1466,2012,40,Male,Married,,1983,,4,,8,"8,0",1,,0,0,1,4,3,2.0,3,3.0,No,No,44,1,,3, Research & Development , laboratory technician ,1,543.0,83.0,4060.0,,19,2,1000000000,
1467,nan391,39,Male,,,1984,,3,,2,,6,,1,3,1,4,3,2.0,3,3.0,No,,9,0,non-travel,3,, manager ,5,105.0,87.0,15302.0,19431.0,13,0,1000000000,
1468,2023,23,Male,Married,,2000,,3,,1,,1,,1,0,1,1,1,,3,3.0,Yes,No,9,0,,3,, sales representative ,1,638.0,33.0,26956.0,,19,1,1000000000,
1469,2040,35,Female,Single,,1988,,4,Life Sciences,1,,9,,1,7,1,4,3,,3,3.0,No,Yes,26,0,travel_rarely,2,, human resources ,3,1146.0,31.0,16642.0,,16,0,1000000000,
1470,1541,34,Male,,,1989,,2,Technical Degree,0,"12,0",11,,5,7,1,3,2,3.0,3,4.0,No,Yes,7,1,travel_rarely,4,, sales representative ,1,1440.0,55.0,4944.0,2308.0,25,1,1000000000,
1471,1947,28,Male,Single,,1995,,3,Medical,1,"5,0",5,,1,4,1,3,3,2.0,3,3.0,No,No,16,0,non-travel,3,, research scientist ,1,1103.0,49.0,2122.0,2144.0,14,0,1000000000,
1472,nan392,41,Male,,,1982,,4,,1,,22,,0,4,1,2,2,3.0,3,3.0,No,,2,1,,2,, manager ,4,334.0,88.0,15896.0,16015.0,19,0,1000000000,
1473,nan29,39,Male,,,1984,,3,,0,"19,0",18,,3,7,1,4,1,2.0,4,,No,No,1,1,travel_rarely,5, Research & Development , healthcare representative ,3,1132.0,48.0,10942.0,9613.0,17,3,1000000000,80.0
1474,nan394,43,Male,,,1980,,3,,1,,25,,3,9,1,2,3,,2,3.0,No,No,12,1,,3,, research director ,4,982.0,,4345.0,,11,1,1000000000,80.0
1475,524,31,Female,Married,,1992,,2,,1,"13,0",13,,3,12,1,1,2,1.0,3,3.0,No,No,7,1,,5,, manufacturing director ,2,480.0,31.0,4156.0,4306.0,12,1,1000000000,80.0
1476,569,50,Male,Married,,1973,Y,4,Life Sciences,0,"28,0",27,,15,7,1,3,2,3.0,2,3.0,No,No,29,1,travel_rarely,2, Research & Development , manager ,4,1099.0,88.0,9314.0,17046.0,15,1,1000000000,
1477,1044,33,Female,,,1990,Y,1,Life Sciences,0,,2,,2,2,1,4,4,2.0,2,3.0,No,,8,0,non-travel,2, Sales , sales representative ,1,1038.0,88.0,21437.0,,19,0,1000000000,
1478,1069,46,Male,,,1977,,4,Medical,9,"23,0",2,,2,2,1,4,4,3.0,3,3.0,No,No,1,1,,0,, research director ,5,430.0,40.0,21445.0,,17,2,1000000000,80.0
1479,1131,21,Female,Single,,2002,Y,1,,1,"2,0",2,,2,2,1,2,3,4.0,2,3.0,No,Yes,25,1,,6,, research scientist ,1,984.0,70.0,25326.0,2070.0,11,0,1000000000,80.0
1480,1135,31,Male,Married,,1992,,3,,0,"3,0",2,,2,2,1,4,1,3.0,4,,No,No,20,0,travel_frequently,4,, sales representative ,1,793.0,67.0,21981.0,2791.0,12,1,1000000000,
1481,1157,33,Female,Single,,1990,,4,,0,"6,0",5,,0,3,1,1,1,3.0,3,3.0,Yes,,9,1,,3,, sales executive ,2,603.0,77.0,18385.0,8224.0,17,0,1000000000,
1482,1160,31,Male,,,1992,,3,Medical,1,,2,,2,2,1,3,3,2.0,3,3.0,Yes,No,15,0,,5, Research & Development , laboratory technician ,1,874.0,72.0,6233.0,2610.0,12,1,1000000000,
1483,1161,37,Female,,,1986,Y,2,,7,"9,0",6,,1,3,1,4,3,3.0,2,3.0,No,No,25,0,travel_rarely,2,, healthcare representative ,2,367.0,52.0,17171.0,5731.0,13,2,1000000000,
1484,1162,27,Male,Married,,1996,Y,3,,1,"4,0",4,2.0,2,2,1,3,3,3.0,2,,No,No,6,0,travel_rarely,0,, research scientist ,1,199.0,55.0,7950.0,2539.0,13,1,1000000000,
1485,1185,35,Male,Married,,1988,,4,Other,1,"2,0",2,,2,2,1,4,2,4.0,2,3.0,No,,4,1,travel_frequently,2,, laboratory technician ,1,,47.0,26537.0,2376.0,13,1,1000000000,
1486,nan262,56,Female,Divorced,,1967,Y,4,,4,"28,0",5,,4,2,1,1,4,3.0,3,3.0,No,No,4,0,,2,, manager ,5,718.0,92.0,18575.0,,13,1,1000000000,
1487,1778,43,Male,,,1980,Y,3,Life Sciences,0,,9,,1,8,1,4,2,3.0,3,3.0,No,No,2,1,travel_rarely,5,, human resources ,1,244.0,97.0,5033.0,3539.0,13,0,1000000000,80.0
1488,1797,35,Male,,,1988,,3,,1,,10,,7,7,1,4,4,3.0,3,3.0,Yes,,27,1,,2,, sales executive ,2,303.0,84.0,13492.0,5813.0,18,0,1000000000,80.0
1489,1816,30,Female,Single,,1993,Y,3,Medical,9,"9,0",7,,0,2,4,3,2,3.0,3,3.0,No,No,47,0,,3,, manufacturing director ,3,1092.0,64.0,2739.0,9667.0,14,0,1000000000,
1490,1821,46,Female,Married,,1977,,2,Medical,4,"13,0",9,7.0,3,7,1,2,4,4.0,3,4.0,Yes,No,21,0,travel_rarely,2,, healthcare representative ,2,261.0,66.0,10842.0,,22,1,1000000000,
1491,nan396,45,Female,Married,,1978,Y,4,,4,"10,0",8,,5,7,4,3,2,4.0,3,4.0,No,,48,1,non-travel,3,, sales executive ,2,589.0,67.0,19665.0,5154.0,22,2,1000000000,
1492,1869,46,Female,,,1977,Y,3,Life Sciences,5,"14,0",8,,0,7,1,2,3,3.0,3,4.0,Yes,,10,0,,2,, sales executive ,3,,64.0,14011.0,7314.0,21,3,1000000000,80.0
1493,1898,27,Female,Single,,1996,Y,2,,0,"9,0",8,,0,7,1,3,2,2.0,4,3.0,No,No,2,1,travel_rarely,5, Sales , sales executive ,2,511.0,89.0,26997.0,,14,0,1000000000,
1494,1911,42,Male,Married,,1981,Y,3,Medical,9,"18,0",13,,5,7,1,1,2,4.0,3,3.0,No,No,6,0,,3,, research director ,3,1396.0,83.0,14842.0,,13,1,1000000000,80.0
1495,423,31,Male,Married,,1992,,4,,0,,5,,0,3,1,4,3,3.0,3,3.0,No,,5,1,travel_rarely,4, Research & Development , research scientist ,1,691.0,86.0,10077.0,,12,1,1000000000,
1496,424,31,Male,,,1992,Y,3,Human Resources,3,,2,,1,0,1,1,4,3.0,2,3.0,No,No,2,1,travel_rarely,1,, human resources ,2,106.0,62.0,17822.0,6410.0,12,0,1000000000,
1497,433,52,Male,,,1971,,4,Medical,2,"11,0",8,,7,7,1,2,1,2.0,2,,Yes,No,8,0,,3,, research scientist ,2,723.0,85.0,17747.0,4941.0,15,0,1000000000,80.0
1498,447,47,Male,Married,,1976,Y,5,,4,"21,0",3,,1,1,1,3,2,3.0,3,3.0,No,,5,1,travel_rarely,2,, research director ,5,1482.0,42.0,16375.0,,11,1,1000000000,80.0
1499,455,29,Male,,,1994,,5,Other,0,"4,0",3,,2,2,1,4,3,,2,3.0,No,No,9,0,,2,, laboratory technician ,1,738.0,30.0,7621.0,3983.0,17,0,1000000000,80.0
1500,460,37,Male,,,1986,Y,2,Medical,7,"8,0",6,,0,4,1,4,3,2.0,3,3.0,No,No,5,0,,2,, manufacturing director ,2,1192.0,61.0,23177.0,6347.0,16,2,1000000000,
1501,465,23,Male,,,2000,Y,1,,1,,4,,0,2,1,4,3,2.0,3,3.0,No,,22,0,,2,, research scientist ,1,1309.0,83.0,16092.0,2904.0,12,2,1000000000,
1502,470,42,Male,Divorced,,1981,Y,1,,0,"4,0",3,,1,0,1,3,3,3.0,3,3.0,No,Yes,2,1,travel_rarely,5, Human Resources , human resources ,1,544.0,52.0,24017.0,2696.0,11,1,1000000000,
1503,475,30,Female,,,1993,,2,,7,"4,0",2,,2,2,1,3,2,4.0,3,3.0,No,,28,1,,2, Sales , sales executive ,2,641.0,85.0,6069.0,,12,1,1000000000,
1504,478,21,Female,Single,,2002,,1,,1,"3,0",3,,1,2,1,2,3,3.0,2,3.0,Yes,,1,0,,3,, sales representative ,1,756.0,99.0,9150.0,2174.0,11,0,1000000000,
1505,482,57,Male,,,1966,,4,Medical,2,,3,,1,2,1,3,3,3.0,3,3.0,No,No,1,0,travel_rarely,2,, healthcare representative ,2,593.0,88.0,2967.0,6755.0,11,0,1000000000,
1506,nan231,31,Male,,,1992,Y,4,Life Sciences,0,"3,0",2,,2,2,1,2,4,3.0,2,3.0,No,,9,0,travel_rarely,5,, research scientist ,1,408.0,42.0,7551.0,2657.0,16,0,1000000000,
1507,495,29,Male,,,1994,,3,,9,"6,0",3,,1,2,1,4,4,3.0,3,,No,No,23,1,,4, Research & Development , research scientist ,1,1283.0,54.0,18168.0,,16,0,1000000000,
1508,nan233,49,Male,Single,,1974,Y,3,Other,8,,5,,0,0,1,3,3,3.0,2,4.0,No,No,7,0,travel_rarely,2,, healthcare representative ,3,1261.0,31.0,12066.0,10965.0,24,0,1000000000,
1509,502,34,Male,,,1989,,3,Marketing,8,,5,,0,4,1,4,2,2.0,4,3.0,Yes,Yes,37,1,non-travel,3,, sales executive ,2,1362.0,67.0,4652.0,5304.0,13,0,1000000000,
1510,507,24,Female,Divorced,,1999,,4,Marketing,1,,5,,0,3,1,3,4,4.0,3,3.0,No,Yes,32,1,,2,, sales executive ,2,1371.0,77.0,5915.0,,12,1,1000000000,
1511,517,42,Female,,,1981,Y,4,,3,"8,0",5,,1,2,1,1,2,3.0,3,3.0,No,No,1,1,,5,, laboratory technician ,1,201.0,95.0,20490.0,,16,1,1000000000,80.0
1512,522,54,Male,Married,,1969,Y,2,Medical,4,"24,0",4,,1,2,1,1,3,2.0,3,3.0,No,,5,1,,4,, research director ,5,821.0,86.0,8509.0,19406.0,11,1,1000000000,80.0
1513,530,31,Male,Married,,1992,Y,2,,1,"4,0",4,,3,2,1,1,3,,2,3.0,No,No,1,1,travel_rarely,3,, laboratory technician ,1,329.0,98.0,16193.0,2218.0,12,1,1000000000,80.0
1514,nan399,45,Male,Married,,1978,Y,2,Medical,0,"21,0",20,,4,10,1,4,2,3.0,3,3.0,No,Yes,33,1,travel_rarely,2,, healthcare representative ,4,1385.0,79.0,7501.0,,14,0,1000000000,
1515,376,47,Male,Married,,1976,,4,Life Sciences,1,,10,,9,9,1,2,4,2.0,3,3.0,Yes,,29,0,non-travel,2,, manager ,3,666.0,88.0,10268.0,,12,1,1000000000,
1516,381,35,Female,Divorced,,1988,Y,3,Life Sciences,7,"10,0",7,,6,2,1,2,2,2.0,4,,No,,38,1,,6,, manager ,3,1315.0,71.0,19100.0,,18,1,1000000000,
1517,389,55,Male,Married,,1968,Y,2,Technical Degree,3,"12,0",10,,0,8,2,4,4,3.0,3,,No,,17,1,travel_rarely,4, Research & Development , laboratory technician ,2,147.0,37.0,15972.0,,19,1,1000000000,
1518,401,26,Male,Single,,1997,,4,,1,,8,,7,4,1,4,2,,2,3.0,Yes,,4,1,travel_rarely,0,, sales executive ,2,950.0,48.0,8450.0,5828.0,12,0,1000000000,
1519,416,31,Male,,,1992,,3,Technical Degree,4,"10,0",8,,7,7,1,4,2,2.0,4,3.0,No,,7,0,travel_rarely,3,, sales executive ,2,218.0,100.0,12241.0,,11,1,1000000000,
1520,430,43,Female,,,1980,Y,4,Life Sciences,0,,8,,1,7,1,4,1,3.0,3,3.0,No,No,10,0,travel_frequently,5,, laboratory technician ,1,,33.0,10675.0,2455.0,19,0,1000000000,
1521,438,31,Male,,,1992,Y,3,Marketing,4,"13,0",7,,1,7,1,4,4,3.0,3,3.0,No,,7,1,travel_rarely,3,, sales executive ,2,691.0,73.0,7143.0,,12,3,1000000000,
1522,nan84,32,Female,Single,,1991,Y,4,Medical,7,,7,,0,7,1,4,3,2.0,4,3.0,No,,2,0,,0,, research scientist ,2,1018.0,74.0,10557.0,5055.0,16,0,1000000000,80.0
1523,446,33,Male,,,1990,,3,,3,,7,,0,1,1,4,3,2.0,2,3.0,No,No,10,1,,6,, sales executive ,2,,46.0,4317.0,4682.0,14,0,1000000000,
1524,448,43,Female,Divorced,,1980,Y,4,Life Sciences,1,"9,0",9,,0,0,1,3,2,4.0,2,,No,No,30,0,travel_frequently,3, Research & Development , laboratory technician ,2,559.0,82.0,6227.0,5257.0,11,1,1000000000,80.0
1525,454,29,Male,,,1994,Y,4,,1,"7,0",7,,0,7,1,1,4,2.0,1,3.0,Yes,,8,1,travel_rarely,4,, laboratory technician ,1,318.0,77.0,4759.0,2119.0,11,0,1000000000,
1526,458,27,Female,,,1996,Y,4,,1,"8,0",8,,0,7,1,2,1,3.0,3,3.0,No,No,12,1,,3, Sales , sales executive ,2,1130.0,56.0,3415.0,,18,1,1000000000,
1527,nan85,29,Female,Divorced,,1994,Y,1,,1,"7,0",7,,1,7,1,2,1,3.0,2,3.0,No,Yes,10,1,travel_rarely,2,, sales executive ,2,144.0,39.0,11866.0,,14,2,1000000000,
